text_index,true_equation,gpm_equation,mlp_y,gpm_y,mlp_rel_err,gpm_rel_err,mlp_train_time,gpm_train_time
336,sqrt(x1),exp(log(sqrt(X0))),"[1.78076589 1.81509587 1.84942585 1.88375583 1.91808582 1.9524158
 1.98674578 2.02107576 2.06016511 2.11099271 2.16182031 2.21264791
 2.26347551 2.3143031  2.3651307  2.4159583  2.4667859  2.5176135
 2.5684411  2.6192687  2.6700963  2.7209239  2.7717515  2.8225791
 2.8734067  2.92423429 2.97506189 3.02588949 3.07671709 3.12754469]","[1.76068169 1.78885438 1.81659021 1.84390889 1.87082869 1.8973666
 1.92353841 1.94935887 1.97484177 2.         2.02484567 2.04939015
 2.07364414 2.0976177  2.12132034 2.14476106 2.16794834 2.19089023
 2.21359436 2.23606798 2.25831796 2.28035085 2.30217289 2.32379001
 2.34520788 2.36643191 2.38746728 2.40831892 2.42899156 2.44948974]",0.023429622131058637,1.8328803934132275e-06,2.594503164291382,4.082634449005127
337,0.78*x1**2+0.76*x1+0.28,"add(sqrt(sin(sin(add(X0, -0.084)))), mul(X0, X0))","[ 9.33786753  9.70960856 10.08134959 10.45309062 10.82483165 11.19657268
 11.56831372 11.94005475 12.31179578 12.68353681 13.05527784 13.42701887
 13.7987599  14.17050093 14.54224196 14.91398299 15.28572402 15.65746505
 16.02920609 16.40094712 16.77268815 17.14442918 17.51617021 17.88791124
 18.25965227 18.6313933  19.00313433 19.37487536 19.74661639 20.11835743]","[ 9.96297158 10.39885629 11.16316712 11.97592836 12.76768605 13.55827133
 14.35435652 15.15919989 15.97476243 16.80241444 17.64322179 18.49807172
 19.36772699 20.25284504 21.15397971 22.0715747  23.00595433 23.95731496
 24.92571911 25.91109351 26.91323143 27.93179873 28.96634266 30.016301
 31.08100816 32.15969256 33.2514554  34.35521259 35.46956062 36.59247024]",0.06993503185801223,0.007350779250460923,2.893176794052124,74.93694758415222
338,-0.09*sqrt(x1)+x1,"mul(add(add(X0, -0.825), 0.759), sqrt(add(add(X0, -0.825), 0.759)))","[ 5.11922903  5.32576497  5.5323009   5.73883684  5.94537277  6.15190871
  6.35844464  6.56498058  6.77151651  6.97805245  7.18458839  7.39112432
  7.59766026  7.80419619  8.01073213  8.21726806  8.423804    8.63033993
  8.83687587  9.0434118   9.24994774  9.45648368  9.66301961  9.86955555
 10.07609148 10.28262742 10.48916335 10.69569929 10.90223522 11.10877116]","[ 5.28336567  5.54676019  5.81439188  6.08619468  6.36210555  6.6420642
  6.92601293  7.21389645  7.50566168  7.80125767  8.10063538  8.40374764
  8.710549    9.02099561  9.33504516  9.65265679  9.97379098 10.29840951
 10.62647538 10.95795272 11.2928068  11.63100388 11.97251126 12.31729714
 12.66533065 13.01658175 13.37102124 13.72862069 14.08935242 14.45318946]",0.02362119290307866,3.7032390310802346e-06,3.3374640941619873,23.290523052215576
339,sin(0.79*sqrt(x1)),"sqrt(mul(log(mul(sqrt(0.114), sin(add(add(0.179, 0.788), sqrt(0.453))))), sin(sin(mul(X0, -0.518)))))","[1.01981033 1.03190457 1.0439988  1.05609303 1.06818727 1.0802815
 1.09237573 1.10446996 1.1165642  1.12865843 1.14075266 1.1528469
 1.16494113 1.17703536 1.18912959 1.20122383 1.21331806 1.22541229
 1.23750653 1.24960076 1.26169499 1.27378922 1.28588346 1.29797769
 1.31007192 1.32216616 1.33426039 1.34635462 1.35844886 1.37054309]","[0.9575985  0.9566363  0.95483472 0.95217176 0.94861551 0.94412438
 0.93864745 0.93212478 0.92448786 0.91565992 0.90555627 0.89408455
 0.88114474 0.86662905 0.85042137 0.83239627 0.81241728 0.79033424
 0.76597913 0.73915985 0.7096507  0.6771778  0.64139609 0.60185156
 0.55791611 0.5086667  0.45263751 0.38723199 0.30695886 0.19492773]",0.061008229252753725,0.08494469492374764,1.051452875137329,7.91827917098999
340,0.54*sqrt(-x1)+sin(x1),"sqrt(mul(sin(X0), add(exp(0.160), X0)))","[ 1.12536177  1.07818768  1.0310136   0.98383952  0.93666544  0.88949136
  0.84231727  0.79514319  0.74796911  0.70079503  0.65362094  0.60644686
  0.55927278  0.5120987   0.46492462  0.41775053  0.37057645  0.32340237
  0.27622829  0.2290542   0.18188012  0.13470604  0.08753196  0.04035788
 -0.00681621 -0.05399029 -0.10116437 -0.14833845 -0.19551254 -0.24268662]","[0.42151135 0.50523938 0.83999261 1.08100649 1.28030864 1.4533152
 1.60681722 1.74434364 1.86788621 1.97860976 2.07719257 2.16400726
 2.23922407 2.30287312 2.35488283 2.39510376 2.42332268 2.43926935
 2.44261729 2.43297871 2.40989278 2.37280564 2.32103859 2.25373852
 2.1697997  2.06773627 1.94546412 1.79990132 1.62616375 1.41570886]",0.24030075998628836,2.5798255290017877,1.1651690006256104,79.54720640182495
341,-sin(0.79*x1),"sin(mul(mul(X0, 0.967), sin(-0.956)))","[-0.80294457 -0.83159321 -0.86024185 -0.88889049 -0.91753913 -0.94618777
 -0.97483641 -1.00348505 -1.03213369 -1.06078233 -1.08943097 -1.11807961
 -1.14672825 -1.17537689 -1.20402553 -1.23267417 -1.26132281 -1.28997145
 -1.31862009 -1.34726873 -1.37591737 -1.40456601 -1.43321465 -1.46186329
 -1.49051193 -1.51916057 -1.54780921 -1.57645785 -1.60510649 -1.63375513]","[-0.6383504  -0.57560646 -0.50927132 -0.43975885 -0.36750274 -0.29295379
 -0.21657711 -0.13884921 -0.06025503  0.01871508  0.09756842  0.17581304
  0.25296076  0.32853027  0.40205009  0.47306153  0.54112155  0.60580552
  0.6667099   0.72345468  0.77568585  0.82307754  0.86533407  0.9021918
  0.93342079  0.95882618  0.97824949  0.99156952  0.99870317  0.99960594]",3.0701777011135905,5.057873037658378e-05,1.9782905578613281,15.642030954360962
342,-sin(0.3*x1**2),"sin(mul(mul(X0, X0), mul(mul(div(log(X0), log(X0)), log(sqrt(-0.466))), 0.759)))","[-0.40850454 -0.30894732 -0.2093901  -0.10983288 -0.01027566  0.08928156
  0.18883878  0.288396    0.38795322  0.48751044  0.58706766  0.68662488
  0.78618211  0.88573933  0.98529655  1.08485377  1.18441099  1.28396821
  1.38352543  1.48308265  1.58263987  1.68219709  1.78175431  1.88131153
  1.98086876  2.08042598  2.1799832   2.27954042  2.37909764  2.47865486]","[-0.35100711 -0.17529522  0.01202666  0.20459633  0.39481586  0.57407607
  0.73310417  0.86243784  0.95301853  0.99688335  0.9879195   0.92262922
  0.8008376   0.62626295  0.40686234  0.15486521 -0.11358072 -0.37920364
 -0.62085777 -0.81719602 -0.94867312 -0.99972373 -0.96090011 -0.83070622
 -0.61684153 -0.3365777  -0.0160444   0.31170012  0.60979381  0.84169288]",2.3402312198730626,0.010304114557267334,1.58701491355896,11.72197699546814
343,sin(0.49*sqrt(-x1)),"sin(sqrt(mul(X0, 0.245)))","[0.76476592 0.77618267 0.78759941 0.79901616 0.81043291 0.82184965
 0.8332664  0.84468315 0.85609989 0.86751664 0.87893339 0.89035013
 0.90176688 0.91318363 0.92460037 0.93601712 0.94743387 0.95885061
 0.97026736 0.98168411 0.99310085 1.0045176  1.01593435 1.02735109
 1.03876784 1.05018459 1.06160133 1.07301808 1.08443483 1.09585157]","[0.76483856 0.77374032 0.78235731 0.7907008  0.79878128 0.80660854
 0.81419174 0.82153946 0.82865978 0.83556026 0.84224806 0.84872992
 0.85501221 0.86110097 0.86700191 0.87272047 0.87826181 0.88363083
 0.88883222 0.89387043 0.89874971 0.90347415 0.90804764 0.91247389
 0.91675648 0.92089885 0.92490427 0.92877592 0.93251682 0.9361299 ]",0.007826792674086912,5.85465369366854e-05,0.9359962940216064,8.061575651168823
344,0.88*sqrt(-0.06*x1-1),0.914,"[0.97263149 0.99211442 1.02332699 1.05166297 1.07999894 1.10833491
 1.13667088 1.16500686 1.19334283 1.2216788  1.25001477 1.27835075
 1.30668672 1.33502269 1.36335866 1.39169464 1.42003061 1.44836658
 1.47670255 1.50503853 1.5333745  1.56171047 1.59004644 1.61838241
 1.64671839 1.67505436 1.70339033 1.7317263  1.76006228 1.78839825]","[0.91411713 0.91411713 0.91411713 0.91411713 0.91411713 0.91411713
 0.91411713 0.91411713 0.91411713 0.91411713 0.91411713 0.91411713
 0.91411713 0.91411713 0.91411713 0.91411713 0.91411713 0.91411713
 0.91411713 0.91411713 0.91411713 0.91411713 0.91411713 0.91411713
 0.91411713 0.91411713 0.91411713 0.91411713 0.91411713 0.91411713]",0.202101640162613,0.0053828719497579424,0.26697468757629395,68.94869565963745
345,sin(sin(x1+0.52)),"sin(sin(add(0.518, X0)))","[-0.41158223 -0.49901    -0.58866581 -0.67832163 -0.76797744 -0.85763326
 -0.94728907 -1.03694489 -1.1266007  -1.21625652 -1.30591233 -1.39556815
 -1.48522396 -1.57487978 -1.66453559 -1.75419141 -1.84384722 -1.93350304
 -2.02315885 -2.11281467 -2.20247048 -2.2921263  -2.38178211 -2.47143793
 -2.56109374 -2.65074956 -2.74040537 -2.83006119 -2.919717   -3.00937282]","[-0.44300179 -0.51871725 -0.58615639 -0.64498642 -0.6952015  -0.73706305
 -0.77102431 -0.79764764 -0.81752224 -0.83118905 -0.83907801 -0.84146123
 -0.83842458 -0.82985895 -0.81547137 -0.79481576 -0.76734175 -0.73245921
 -0.68961448 -0.63837305 -0.5785019  -0.51004338 -0.43337258 -0.3492303
 -0.25872586 -0.1633067  -0.06469566  0.03519926  0.13439428  0.23094703]",2.3552011304885303,1.2019347407005559e-05,2.336747169494629,8.010271310806274
346,x1,"sqrt(mul(X0, X0))","[3.07678648 3.1641566  3.25152672 3.33889684 3.42626696 3.51363709
 3.60100721 3.68837733 3.77574745 3.86311757 3.95048769 4.03785781
 4.12522793 4.21259806 4.29996818 4.3873383  4.47470842 4.56207854
 4.64944866 4.73681878 4.8241889  4.91155903 4.99892915 5.08629927
 5.17366939 5.26103951 5.34840963 5.43577975 5.52314987 5.61052   ]","[3.1 3.2 3.3 3.4 3.5 3.6 3.7 3.8 3.9 4.  4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8
 4.9 5.  5.1 5.2 5.3 5.4 5.5 5.6 5.7 5.8 5.9 6. ]",0.0020624153226241966,0.0,1.1335091590881348,4.097517251968384
347,-0.77*x1**2+0.69*x1,"mul(mul(log(X0), sqrt(mul(X0, 0.882))), mul(X0, -0.909))","[-4.86824313 -5.04145622 -5.21466931 -5.3878824  -5.56109548 -5.73430857
 -5.90752166 -6.08073475 -6.25394783 -6.42716092 -6.60037401 -6.7735871
 -6.94680019 -7.12001327 -7.29322636 -7.46643945 -7.63965254 -7.81286562
 -7.98607871 -8.1592918  -8.33250489 -8.50571797 -8.67893106 -8.85214415
 -9.02535724 -9.19857032 -9.37178341 -9.5449965  -9.71820959 -9.89142267]","[ -5.27116028  -5.68339305  -6.10933207  -6.54887653  -7.00192848
  -7.46839275  -7.94817679  -8.44119055  -8.94734638  -9.46655888
  -9.99874485 -10.54382317 -11.1017147  -11.67234221 -12.25563031
 -12.85150535 -13.45989536 -14.08072999 -14.71394044 -15.35945941
 -16.01722103 -16.68716081 -17.3692156  -18.06332352 -18.76942395
 -19.48745745 -20.21736573 -20.95909163 -21.71257907 -22.47777298]",51.5634358553119,0.2133332609906207,1.7070035934448242,80.72962522506714
348,1.64*x1+sqrt(x1+0.71),"add(0.940, add(X0, X0))","[ 6.91387994  7.02411555  7.13435116  7.24458677  7.35482238  7.46505799
  7.5752936   7.68552922  7.79576483  7.90600044  8.01623605  8.12647166
  8.23670727  8.34694288  8.45717849  8.5674141   8.67764971  8.78788532
  8.89812093  9.00835654  9.11859215  9.22882776  9.33906337  9.44929898
  9.55953459  9.6697702   9.78000581  9.89024143 10.00047704 10.11071265]","[ 7.14003771  7.34003771  7.54003771  7.74003771  7.94003771  8.14003771
  8.34003771  8.54003771  8.74003771  8.94003771  9.14003771  9.34003771
  9.54003771  9.74003771  9.94003771 10.14003771 10.34003771 10.54003771
 10.74003771 10.94003771 11.14003771 11.34003771 11.54003771 11.74003771
 11.94003771 12.14003771 12.34003771 12.54003771 12.74003771 12.94003771]",0.01652376506232602,0.000887508288705374,0.681657075881958,75.18098759651184
349,0.2*sqrt(-x1**2),"mul(sqrt(-0.347), mul(X0, 0.327))","[0.57881544 0.58016745 0.58151946 0.58287148 0.58422349 0.5855755
 0.58692752 0.58827953 0.58963154 0.59098356 0.59233557 0.59368758
 0.5950396  0.59639161 0.59774362 0.59909564 0.60044765 0.60179966
 0.60315168 0.60450369 0.6058557  0.60720771 0.60855973 0.60991174
 0.61126375 0.61261577 0.61396778 0.61531979 0.61667181 0.61802382]","[0.59677834 0.61602926 0.63528017 0.65453109 0.673782   0.69303291
 0.71228383 0.73153474 0.75078566 0.77003657 0.78928749 0.8085384
 0.82778931 0.84704023 0.86629114 0.88554206 0.90479297 0.92404389
 0.9432948  0.96254571 0.98179663 1.00104754 1.02029846 1.03954937
 1.05880029 1.0780512  1.09730211 1.11655303 1.13580394 1.15505486]",0.09377806584971513,4.348409390542351e-05,1.3438785076141357,8.175672769546509
350,-0.15*x1**2+0.1*x1,"mul(mul(X0, -0.508), add(sqrt(X0), mul(X0, X0)))","[-16.20547639 -16.31146252 -16.41744864 -16.52343476 -16.62942088
 -16.735407   -16.84139312 -16.94737925 -17.05336537 -17.15935149
 -17.26533761 -17.37132373 -17.47730985 -17.58329598 -17.6892821
 -17.79526822 -17.90125434 -18.00724046 -18.11322658 -18.21921271
 -18.32519883 -18.43118495 -18.53717107 -18.64315719 -18.74914331
 -18.85512943 -18.96111556 -19.06710168 -19.1730878  -19.27907392]","[ -17.89078017  -19.53688542  -21.28256889  -23.13084338  -25.08472317
  -27.14722384  -29.32136227  -31.61015644  -34.01662547  -36.54378946
  -39.19466949  -41.97228749  -44.87966628  -47.91982944  -51.09580129
  -54.41060688  -57.86727191  -61.46882271  -65.21828619  -69.11868986
  -73.17306175  -77.38443039  -81.75582482  -86.29027452  -90.99080943
  -95.8604599  -100.90225668 -106.11923093 -111.51441414 -117.09083818]",2386.69853415121,0.4377140787518961,7.912513256072998,78.63341164588928
351,0.21*x1**2-0.52*x1+0.29,"mul(mul(-0.269, -0.145), mul(X0, X0))","[0.60143217 0.62978545 0.65813873 0.68649202 0.7148453  0.73219126
 0.74818199 0.76417273 0.78016347 0.79615421 0.81214494 0.82813568
 0.84412642 0.86011715 0.87610789 0.89209863 0.90808937 0.9240801
 0.94007084 0.95606158 0.97205231 0.98804305 1.00403379 1.02002453
 1.03601526 1.052006   1.06799674 1.08398748 1.09997821 1.11596895]","[0.37402418 0.39854398 0.42384218 0.44991879 0.4767738  0.50440722
 0.53281905 0.56200928 0.59197792 0.62272496 0.65425042 0.68655427
 0.71963654 0.75349721 0.78813628 0.82355376 0.85974965 0.89672395
 0.93447665 0.97300776 1.01231727 1.05240519 1.09327151 1.13491625
 1.17733938 1.22054093 1.26452088 1.30927924 1.354816   1.40113117]",0.3432302338531067,0.39091429648869286,2.1341536045074463,69.31829476356506
352,sin(x1)*sin(x1-0.98),"mul(sin(add(X0, -0.987)), sin(X0))","[ 0.06461467 -0.01166986 -0.08795439 -0.16423892 -0.24052345 -0.31680797
 -0.3930925  -0.46937703 -0.54566156 -0.62194609 -0.69823061 -0.77451514
 -0.85079967 -0.9270842  -1.00336872 -1.07965325 -1.15593778 -1.23222231
 -1.30850684 -1.38479136 -1.46107589 -1.53736042 -1.61364495 -1.68992947
 -1.766214   -1.84249853 -1.91878306 -1.99506759 -2.07135211 -2.14763664]","[ 0.03561691 -0.04674474 -0.11625562 -0.17014456 -0.20626317 -0.22317152
 -0.22019552 -0.19745382 -0.15585306 -0.09705173 -0.02339405  0.06218348
  0.15626916  0.25511207  0.35477167  0.45127485  0.54077432  0.61970203
  0.68491138  0.73380267  0.76442677  0.77556278  0.76676676  0.73838937
  0.69156192  0.62815128  0.55068544  0.46225271  0.36637862  0.26688537]",2.706056961383159,1.535905542538639e-05,1.1944022178649902,22.445013761520386
353,0.78*x1**2,"mul(mul(X0, X0), sin(sqrt(sin(0.927))))","[6.72924126 6.72924126 6.72924126 6.72594801 6.71524732 6.70454662
 6.69384593 6.68314524 6.67244454 6.66174385 6.65104316 6.64034246
 6.62964177 6.61894108 6.61049899 6.60697956 6.60346013 6.5999407
 6.59642126 6.59290183 6.5893824  6.58586296 6.58234353 6.5788241
 6.57530467 6.57178523 6.5682658  6.56474637 6.56122694 6.5577075 ]","[ 7.4935637   7.98481709  8.49166583  9.01410992  9.55214935 10.10578413
 10.67501426 11.25983973 11.86026054 12.47627671 13.10788821 13.75509507
 14.41789727 15.09629481 15.79028771 16.49987594 17.22505953 17.96583846
 18.72221273 19.49418235 20.28174732 21.08490763 21.90366329 22.7380143
 23.58796065 24.45350234 25.33463939 26.23137177 27.14369951 28.07162259]",0.32545518370284365,1.158563493340498e-07,6.331460952758789,16.309231519699097
354,0.82*(x1-0.13)**(1/4),sin(sqrt(X0)),"[1.0704073  1.07751995 1.08463261 1.09174527 1.09885793 1.10597058
 1.11308324 1.1201959  1.12730855 1.13442121 1.14153387 1.14864652
 1.15575918 1.16287184 1.16998449 1.17709715 1.18420981 1.19132246
 1.19843512 1.20554778 1.21266044 1.21977309 1.22688575 1.23399841
 1.24111106 1.24822372 1.25533638 1.26244903 1.26956169 1.27667435]","[0.98202588 0.9763194  0.96994446 0.96293601 0.95532692 0.94714816
 0.93842893 0.92919686 0.91947809 0.90929743 0.8986784  0.88764339
 0.87621369 0.86440961 0.85225051 0.83975487 0.82694036 0.81382389
 0.80042165 0.78674913 0.77282122 0.75865218 0.74425571 0.72964498
 0.71483266 0.6998309  0.68465144 0.66930556 0.65380413 0.63815764]",0.00013794665874999873,0.10018553130629276,2.8182363510131836,70.44116306304932
355,0.68*sqrt(x1)*sqrt(0.31*x1-1),"sin(mul(sqrt(sin(X0)), 0.660))","[0.36850381 0.34709355 0.3256833  0.30427305 0.2828628  0.26145254
 0.24004229 0.21863204 0.19722179 0.17581153 0.15440128 0.13299103
 0.11158077 0.09017052 0.07083462 0.07083462 0.07083462 0.07083462
 0.07083462 0.07083462 0.07083462 0.07083462 0.07083462 0.07083462
 0.07083462 0.07083462 0.07083462 0.07083462 0.07083462 0.07083462]","[0.13423021 0.15884888 0.25924302 0.32760768 0.38116316 0.42523547
 0.46231568 0.4938112  0.52061212 0.54332484 0.56238373 0.57811
 0.59074488 0.60046933 0.6074159  0.61167619 0.61330517 0.61232366
 0.60871913 0.60244522 0.59341974 0.58152083 0.56658043 0.5483737
 0.52660167 0.50086221 0.47059921 0.43500804 0.39284315 0.3419713 ]",0.5399625659424901,0.1689403997576058,1.6121985912322998,75.96761512756348
356,0.43-0.06*x1,0.338,"[0.26276181 0.26276181 0.26276181 0.26276181 0.26276181 0.26276181
 0.26276181 0.26276181 0.26276181 0.26276181 0.26276181 0.26276181
 0.26276181 0.26276181 0.26276181 0.26276181 0.26276181 0.26276181
 0.26276181 0.26276181 0.26276181 0.26276181 0.26276181 0.26276181
 0.26276181 0.26276181 0.26276181 0.26276181 0.26276181 0.26276181]","[0.3383759 0.3383759 0.3383759 0.3383759 0.3383759 0.3383759 0.3383759
 0.3383759 0.3383759 0.3383759 0.3383759 0.3383759 0.3383759 0.3383759
 0.3383759 0.3383759 0.3383759 0.3383759 0.3383759 0.3383759 0.3383759
 0.3383759 0.3383759 0.3383759 0.3383759 0.3383759 0.3383759 0.3383759
 0.3383759 0.3383759]",0.015645574109555496,0.03851664683830051,1.885798454284668,69.21015691757202
357,0.84*x1-0.37,"mul(sqrt(add(-0.443, X0)), mul(0.626, X0))","[3.03983464 3.14453918 3.24924373 3.35394827 3.45865282 3.56335736
 3.66806191 3.77276645 3.877471   3.98217554 4.08688009 4.19158463
 4.29628918 4.40099372 4.50569827 4.61040281 4.71510736 4.8198119
 4.92451645 5.02922099 5.13392554 5.23863008 5.34333463 5.44803917
 5.55274372 5.65744826 5.76215281 5.86685735 5.9715619  6.07626644]","[3.16501986 3.32801968 3.49369704 3.66200986 3.83291796 4.00638293
 4.18236797 4.36083783 4.54175868 4.72509802 4.91082459 5.09890832
 5.28932022 5.48203235 5.67701774 5.87425034 6.07370497 6.27535727
 6.47918367 6.68516133 6.89326811 7.10348254 7.31578378 7.53015161
 7.74656636 7.96500892 8.1854607  8.40790362 8.63232007 8.85869289]",0.052581201403146816,0.0004597188744159653,1.0605201721191406,73.26448035240173
358,sin(0.86*x1+0.57),"sin(add(X0, 0.283))","[ 0.02512874  0.00918979 -0.00674916 -0.02268812 -0.03862707 -0.05456602
 -0.07050497 -0.08644393 -0.10238288 -0.11832183 -0.13426078 -0.15019974
 -0.16613869 -0.17829057 -0.18262076 -0.18695095 -0.19128114 -0.19561133
 -0.19994151 -0.2042717  -0.20860189 -0.21293208 -0.21726227 -0.22159246
 -0.22592264 -0.23025283 -0.22702891 -0.21810425 -0.20917959 -0.20025492]","[-2.38767898e-01 -3.34520954e-01 -4.26931588e-01 -5.15076462e-01
 -5.98074863e-01 -6.75097497e-01 -7.45374780e-01 -8.08204525e-01
 -8.62958957e-01 -9.09090989e-01 -9.46139684e-01 -9.73734864e-01
 -9.91600807e-01 -9.99559003e-01 -9.97529936e-01 -9.85533879e-01
 -9.63690693e-01 -9.32218629e-01 -8.91432144e-01 -8.41738764e-01
 -7.83635008e-01 -7.17701431e-01 -6.44596818e-01 -5.65051606e-01
 -4.79860586e-01 -3.89874957e-01 -2.95993827e-01 -1.99155224e-01
 -1.00326728e-01 -4.95800916e-04]",0.37513620969266986,0.05813982072424683,1.4348230361938477,71.57926726341248
359,0.76*x1**2+0.49*x1+sin(x1),"add(mul(X0, sqrt(add(X0, 0.153))), X0)","[ 8.70639466  9.05688203  9.4073694   9.75785678 10.10834415 10.45883152
 10.80931889 11.15980627 11.51029364 11.86078101 12.21126839 12.56175576
 12.91224313 13.2627305  13.61321788 13.96370525 14.31419262 14.66468
 15.01516737 15.36565474 15.71614211 16.06662949 16.41711686 16.76760423
 17.11809161 17.46857898 17.81906635 18.16955372 18.5200411  18.87052847]","[ 8.69125449  9.05965605  9.43221599  9.80887186 10.18956394 10.57423505
 10.96283038 11.3552973  11.75158526 12.15164564 12.55543161 12.96289807
 13.37400149 13.78869987 14.20695261 14.62872048 15.0539655  15.4826509
 15.91474106 16.35020144 16.78899853 17.23109978 17.67647361 18.1250893
 18.57691699 19.03192764 19.49009296 19.95138541 20.41577818 20.8832451 ]",0.04746098623609891,0.031219551130660016,4.0637311935424805,75.35659146308899
